sample_id,split,label,label_id,parent_call_id,source_id,source_dataset,source_audio_path,audio_path,start_sec,end_sec,duration_sec,text,qa_status,qa_flags,is_augmented,augmentation,call_type,original_sample_id,original_split
train_normal_00369,train,normal,0,D62_J93_S00002819,D62_J93_S00002819_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00002819\D62_J93_S00002819_seg009.wav,audio/normal/train_normal_00369.wav,0.0,14.046,14.046,"n/ 네네, 좀 부탁드릴게요. 꼭 오늘 출고되도록 해주셔야 해요. n/ 네, 그럼 다 됐죠? n/ 네, 없어요. 오늘 꼭 출고해 주시고, 사은품은 마스크팩으로 메모 꼭 좀 해주세요. 네 수고하세요.",SOURCE_TEXT,,False,,D62_J93,normal_source_04419,unassigned
train_normal_00370,train,normal,0,D62_J93_S00002938,D62_J93_S00002938_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00002938\D62_J93_S00002938_seg006.wav,audio/normal/train_normal_00370.wav,0.0,15.959,15.959,n/ 다행이네요. 그렇다면 회수지를 제가 상품 받았던 배송지가 아닌 저희 아파트 (1층)/(일 층) (1106동)/(천 백 육 동) 경비실로 부탁드립니다. 경비원분이 상품을 전달해드릴 거예요. n/ 그 제가 반품 보내는 상품에 이름이나 연락처를 써야 될까요?,SOURCE_TEXT,,False,,D62_J93,normal_source_04432,unassigned
train_normal_00371,train,normal,0,D62_J93_S00003023,D62_J93_S00003023_seg002,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00003023\D62_J93_S00003023_seg002.wav,audio/normal/train_normal_00371.wav,0.0,14.978,14.978,"빠르게 회수가 돼야 하는 건 아니거든요? 지금 당장 회수를 해달라고 상담사분께 말씀을 드리는 것이 아니라 조금 늦더라도 어떤 특정 일자에 회수가 됐으면 하는 게 제 개인적인 바람입니다. 그렇다면, 회수 접수를 하면 언제 회수가 되는지 알고, 어떻게 회수가 되는 것으로 알고 있어야 할까요?",SOURCE_TEXT,,False,,D62_J93,normal_source_04436,unassigned
train_normal_00372,train,normal,0,D62_J93_S00003030,D62_J93_S00003030_seg004,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00003030\D62_J93_S00003030_seg004.wav,audio/normal/train_normal_00372.wav,0.0,17.449,17.449,"n/ 그래도, 최대한 회수 전 연락이 올 수 있게끔 상담사 분 통해 메모를 남긴다거나 요청사항을 남긴다거나 그런 것들은 가능하죠? 어/ 가능할 것 같은데 다행이네요. 그러면 최대한 (CJ)/(씨제이) 대한통운 회수 기사님께서 방문 전 회수 진행할 수 있도록 많은 도움 부탁드리겠습니다.",SOURCE_TEXT,,False,,D62_J93,normal_source_04445,unassigned
train_normal_00373,train,normal,0,D62_J93_S00003150,D62_J93_S00003150_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00003150\D62_J93_S00003150_seg001.wav,audio/normal/train_normal_00373.wav,0.0,15.456,15.456,"네. 안녕하세요. 다름이 아니라 제가 다판다 몰에서 다이어리를 구매했는데요, 포스트잇으로 오배송되어 반품 (접수하려고요)/(접수 하려구요). 네, 택배박스 송장 사진과 오배송된 사+ 제품 사진은 촬영하여 카카오톡이나 메일로 공유해드리겠습니다.",SOURCE_TEXT,,False,,D62_J93,normal_source_04456,unassigned
train_normal_00374,train,normal,0,D62_J93_S00003212,D62_J93_S00003212_seg002,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00003212\D62_J93_S00003212_seg002.wav,audio/normal/train_normal_00374.wav,0.0,15.853,15.853,"빠르게 회수가 돼야 하는 건 아니거든요? 지금 당장 회수를 해달라고 상담사분께 말씀을 드리는 게 아니라 조금 늦더라도 어떤 특정 일자에 회수가 됐으면 하는 게 제 개인적인 바람입니다. n/ 그렇다면, 회수 접수를 하면 언제 회수가 되는지 알고, 어떻게 회수가 되는 것으로 알고 있어야 할까요?",SOURCE_TEXT,,False,,D62_J93,normal_source_04465,unassigned
train_normal_00375,train,normal,0,D62_J93_S00005776,D62_J93_S00005776_seg004,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00005776\D62_J93_S00005776_seg004.wav,audio/normal/train_normal_00375.wav,0.0,16.136,16.136,"그래도, 최대한 회수 전에 연락이 올 수 있게끔 상담사 분 통해 메모를 남긴다거나 요청사항을 남긴다거나 그런 것들은 가능하죠? 가능할 것 같은데. 다행이네요. 그럼 최대한 (CJ)/(씨제이) 대한통운 회수 기사님께 방문 전 회수 진행할 수 있도록 많은 도움 부탁드리겠습니다.",SOURCE_TEXT,,False,,D62_J93,normal_source_04496,unassigned
train_normal_00376,train,normal,0,D62_J93_S00006409,D62_J93_S00006409_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00006409\D62_J93_S00006409_seg005.wav,audio/normal/train_normal_00376.wav,0.0,15.202,15.202,n/ 그럼 상품은 보통 언제쯤 도착해요? 빨리 받아봤으면 좋겠는데. 주말에 가족들 내려온다고 해서 쓰려고 하는데 주말 전에 받았으면 해요. n/ 그럼 주말까지 안 올 수도 있겠네요? 꼭 받았으면 하는데 오겠죠? 여기가 지방이긴 한데 시내 근처이긴 하거든요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04504,unassigned
train_normal_00377,train,normal,0,D62_J93_S00007629,D62_J93_S00007629_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00007629\D62_J93_S00007629_seg006.wav,audio/normal/train_normal_00377.wav,0.0,15.916,15.916,n/ 네 상품코드가 (35789620)/(삼 오 칠 팔 구 육 이 공) 이네요? n/ 아/ 그럼 제가 지난번 했던 대로 지금 새로 보고 있는 이 상품 바로 결제하면 거기서 앞전에 주문한 상품은 반품 접수하고 환불처리까지 다 해주시는 거죠?,SOURCE_TEXT,,False,,D62_J93,normal_source_04516,unassigned
train_normal_00378,train,normal,0,D62_J93_S00007679,D62_J93_S00007679_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00007679\D62_J93_S00007679_seg006.wav,audio/normal/train_normal_00378.wav,0.0,13.44,13.44,"n/ 네 안되는데 해주셔서 감사합니다. n/ 네 궁금한 건 없어요. 근데 여기 쇼핑몰도 타 쇼핑몰들처럼 가격 보상제 같은 제도가 명확하게 있었으면 좋겠네요. 매번 이럴 때마다 제가 억지 부리는 것 같고 해서 마음이 편치가 않아요. n/ 네, 감사합니다.",SOURCE_TEXT,,False,,D62_J93,normal_source_04524,unassigned
train_normal_00379,train,normal,0,D62_J93_S00007772,D62_J93_S00007772_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00007772\D62_J93_S00007772_seg006.wav,audio/normal/train_normal_00379.wav,0.0,15.099,15.099,n/ 네 안되는데 해주셔서 감사합니다. n/ 네 궁금한 건 없어요. 근데 여기 쇼핑몰도 타 쇼핑몰들처럼 가격 보상제 같은 제도가 명확하게 있었으면 좋겠네요. 매번 이럴 때마다 제가 억지 부리는 것 같고 해서 마음이 편치가 않아요. n/ 네 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04530,unassigned
train_normal_00380,train,normal,0,D62_J93_S00007772,D62_J93_S00007772_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00007772\D62_J93_S00007772_seg003.wav,audio/normal/train_normal_00380.wav,0.0,20.041,20.041,n/ 아/ 그래요? 그럼 제가 수+ 수취거부해도 이건 취소가 안 되는 건가요? n/ 다른 쇼핑몰들은 구매하고 이렇게 바로 가격 변동 생기는 경우 금액 보상제도라던가 이런 서비스들이 잘 되어 있던데 대한 쇼핑은 그런 정책은 없는 건가요? n/ 저 같은 문의하는 사람들이 없었나요? 이런 식이라면 저처럼 억울해하는 사람도 많을 것 같은데요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04527,unassigned
train_normal_00381,train,normal,0,D62_J93_S00007947,D62_J93_S00007947_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00007947\D62_J93_S00007947_seg006.wav,audio/normal/train_normal_00381.wav,0.0,15.96,15.96,n/ 네 안되는데 해주셔서 감사합니다. n/ 네 궁금한 건 없어요. 근데 여기 쇼핑몰도 타 쇼핑몰들처럼 가격 보상제 같은 같은+ 제도가 명확하게 있었으면 좋겠네요. 매번 이럴 때마다 제가 억지 부리는 것 같고 해서 마음이 편치가 않아요. n/ 네 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04536,unassigned
train_normal_00382,train,normal,0,D62_J93_S00008231,D62_J93_S00008231_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008231\D62_J93_S00008231_seg010.wav,audio/normal/train_normal_00382.wav,0.0,12.77,12.77,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04546,unassigned
train_normal_00383,train,normal,0,D62_J93_S00008290,D62_J93_S00008290_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008290\D62_J93_S00008290_seg009.wav,audio/normal/train_normal_00383.wav,0.0,11.12,11.12,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 제일 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그 때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04555,unassigned
train_normal_00384,train,normal,0,D62_J93_S00008348,D62_J93_S00008348_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008348\D62_J93_S00008348_seg005.wav,audio/normal/train_normal_00384.wav,0.0,12.987,12.987,n/ 근데 어디서 그런 좋은 품질의 제품을 가져오는 것인가요? 저한테 알려주세요. 제가 유통 쪽에서 일해본 적이 있어서 딱 회사명 말씀해주시면 원재료비가 높은 것인지 알 수 있어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04560,unassigned
train_normal_00385,train,normal,0,D62_J93_S00008377,D62_J93_S00008377_seg007,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008377\D62_J93_S00008377_seg007.wav,audio/normal/train_normal_00385.wav,0.0,12.55,12.55,"n/ 네, 마케팅만 더 잘 되면 마우저가 탑이 될 것 같아요. n/ 아/ 그러면 온라인에서는 단품으로는 구매가 안되는 거죠? 그냥 제품들을 묶어서 팔 때 잘 어울리는 것으로만 구성해서 판매한다는 것으로 끝인 건가요?",SOURCE_TEXT,,False,,D62_J93,normal_source_04573,unassigned
train_normal_00386,train,normal,0,D62_J93_S00008377,D62_J93_S00008377_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008377\D62_J93_S00008377_seg006.wav,audio/normal/train_normal_00386.wav,0.0,16.555,16.555,n/ 헐/ 왜 그러는 거죠? 마우저 품질 좋다는 것은 알려졌지만 마니아층만 알잖아요. b/ 써본 사람들이 주변 사람들에게 알려주+ 알려서 솔직히 퍼진 것도 있어요. 품질은 누구 못지않은 곳인데 그에 대비해 유명하지 않아서 아쉽네요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04572,unassigned
train_normal_00387,train,normal,0,D62_J93_S00008406,D62_J93_S00008406_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008406\D62_J93_S00008406_seg005.wav,audio/normal/train_normal_00387.wav,0.0,12.219,12.219,n/ 근데 어디서 그런 좋은 품질의 제품을 가져오는 건가요? 저한테 알려주세요. 제가 유통 쪽에서 일해본 적이 있어서 딱 회사명 말씀해주시면 원재료비가 높은 것인지 알 수 있어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04581,unassigned
train_normal_00388,train,normal,0,D62_J93_S00008485,D62_J93_S00008485_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008485\D62_J93_S00008485_seg010.wav,audio/normal/train_normal_00388.wav,0.0,12.193,12.193,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04597,unassigned
train_normal_00389,train,normal,0,D62_J93_S00008527,D62_J93_S00008527_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008527\D62_J93_S00008527_seg009.wav,audio/normal/train_normal_00389.wav,0.0,13.435,13.435,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그 때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04606,unassigned
train_normal_00390,train,normal,0,D62_J93_S00008548,D62_J93_S00008548_seg011,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008548\D62_J93_S00008548_seg011.wav,audio/normal/train_normal_00390.wav,0.0,14.271,14.271,n/ 아/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 아/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04617,unassigned
train_normal_00391,train,normal,0,D62_J93_S00008548,D62_J93_S00008548_seg007,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008548\D62_J93_S00008548_seg007.wav,audio/normal/train_normal_00391.wav,0.0,16.963,16.963,n/ 헐 왜 그러는 거죠? 마우저가 품질 좋다는 것은 알려졌지만 마니아층만 알잖아요. 써본 사람들이 주변 사람들에게 알려서 솔직히 퍼진 것도 있어요. 품질은 누구 못지 않은데 그에 대비해 유명하지 않아서 아쉽네요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04613,unassigned
train_normal_00392,train,normal,0,D62_J93_S00008581,D62_J93_S00008581_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008581\D62_J93_S00008581_seg009.wav,audio/normal/train_normal_00392.wav,0.0,12.326,12.326,n/ 아/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04626,unassigned
train_normal_00393,train,normal,0,D62_J93_S00008607,D62_J93_S00008607_seg008,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008607\D62_J93_S00008607_seg008.wav,audio/normal/train_normal_00393.wav,0.0,11.062,11.062,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그 때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04634,unassigned
train_normal_00394,train,normal,0,D62_J93_S00008607,D62_J93_S00008607_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008607\D62_J93_S00008607_seg005.wav,audio/normal/train_normal_00394.wav,0.0,16.78,16.78,n/ 헐/ 왜 그러는 거죠? 마우저가 품질 좋다는 것은 알려졌지만 마니아층만 알잖아요. b/ 써본 사람들이 주변 사람들에게 알려서 솔직히 퍼진 것도 있어요. 품질은 누구+ 못지않게+ 누구 못지않게 곳인데 그에 대비해 유명하지 않아서 아쉽네요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04631,unassigned
train_normal_00395,train,normal,0,D62_J93_S00008653,D62_J93_S00008653_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008653\D62_J93_S00008653_seg005.wav,audio/normal/train_normal_00395.wav,0.0,12.841,12.841,n/ 근데 어디서 그런 좋은 품질의 제품을 가져오는 것인가요? 저한테 알려주세요. 제가 유통 쪽에서 일해본 적이 있어서 딱 회사명 말씀해주시면 원재료비가 높은 것인지 알 수 있어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04646,unassigned
train_normal_00396,train,normal,0,D62_J93_S00008764,D62_J93_S00008764_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008764\D62_J93_S00008764_seg009.wav,audio/normal/train_normal_00396.wav,0.0,12.677,12.677,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그 때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04670,unassigned
train_normal_00397,train,normal,0,D62_J93_S00008764,D62_J93_S00008764_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008764\D62_J93_S00008764_seg003.wav,audio/normal/train_normal_00397.wav,0.0,15.547,15.547,n/ 아니 그러면 묶어서 팔더라도 그거랑 맞는 제품들이랑 하면 안 되나요? 차라리 저는 맥스틸 키보드랑 같이 팔았으면 좋았을 것 같아요. 그리고 오히려 배송비 아끼려고 너무 필요 없는 물건까지 사긴 싫네요. 차라리 배송비를 내고 말겠어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04664,unassigned
train_normal_00398,train,normal,0,D62_J93_S00008864,D62_J93_S00008864_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008864\D62_J93_S00008864_seg010.wav,audio/normal/train_normal_00398.wav,0.0,11.859,11.859,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04680,unassigned
train_normal_00399,train,normal,0,D62_J93_S00008899,D62_J93_S00008899_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008899\D62_J93_S00008899_seg009.wav,audio/normal/train_normal_00399.wav,0.0,12.001,12.001,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그 때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04689,unassigned
train_normal_00400,train,normal,0,D62_J93_S00008959,D62_J93_S00008959_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00008959\D62_J93_S00008959_seg009.wav,audio/normal/train_normal_00400.wav,0.0,11.853,11.853,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04698,unassigned
train_normal_00401,train,normal,0,D62_J93_S00009041,D62_J93_S00009041_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009041\D62_J93_S00009041_seg009.wav,audio/normal/train_normal_00401.wav,0.0,12.364,12.364,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04707,unassigned
train_normal_00402,train,normal,0,D62_J93_S00009041,D62_J93_S00009041_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009041\D62_J93_S00009041_seg006.wav,audio/normal/train_normal_00402.wav,0.0,15.579,15.579,n/ 헐 왜 그러는 거죠? 마우처가 품질 좋다는 것은 알려졌지만 마니아층만 알잖아요. 써본 사람들이 주변 사람들에게 알려서 솔직히 퍼진 것도 있어요. 품질은 누구 못지않은 곳인데 그에 대비해 유명하지 않아서 아쉽네요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04704,unassigned
train_normal_00403,train,normal,0,D62_J93_S00009071,D62_J93_S00009071_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009071\D62_J93_S00009071_seg005.wav,audio/normal/train_normal_00403.wav,0.0,15.098,15.098,"안되는구나. 번거롭지만 인천점까지 가야겠네요. n/ 제가 서울 살 때 한스를 정말 좋아해서 자주 갔었거든요. 매장에서 먹고 갈 때면 항상 케익 조각과 함께 머그잔에 따뜻한 물을 담아줬는데, 그때 그/ 머그잔 하고 접시도 따로 구매할 수 있나요?",SOURCE_TEXT,,False,,D62_J93,normal_source_04712,unassigned
train_normal_00404,train,normal,0,D62_J93_S00009071,D62_J93_S00009071_seg007,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009071\D62_J93_S00009071_seg007.wav,audio/normal/train_normal_00404.wav,0.0,17.109,17.109,그렇네요! (1000원)/(천 원) 이상 구입 시 휴대폰 번호를 누르면 구매금액의 (2%)/(이 퍼센트)가 적립이 되는군요. 적립된 포인트를 확인할 수 있는 방법은 따로 없을까요? 아/ 네. 카카오톡을 통해서 안내받을 수 있구나. 나름 체계적이군요. 누적 포인트가 몇 점 이상이면 사용이 가능할까요?,SOURCE_TEXT,,False,,D62_J93,normal_source_04714,unassigned
train_normal_00405,train,normal,0,D62_J93_S00009081,D62_J93_S00009081_seg004,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009081\D62_J93_S00009081_seg004.wav,audio/normal/train_normal_00405.wav,0.0,17.072,17.072,다행이네요. 제가 딸기 타르트를 정말 좋아하거든요. 한스 케익 하면 다들 딸기 타르트를 생각하잖아요. 딸기 토핑이 그렇게 많이 들어가니 맛이 없을 수가 없죠. 혹시 딸기 타르트 오늘 부천점에 재고가 있나요?,SOURCE_TEXT,,False,,D62_J93,normal_source_04720,unassigned
train_normal_00406,train,normal,0,D62_J93_S00009090,D62_J93_S00009090_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009090\D62_J93_S00009090_seg005.wav,audio/normal/train_normal_00406.wav,0.0,15.238,15.238,"n/ 안되는구나. 번거롭지만 인천점까지 가야겠네요. n/ 제가 서울 살 때 한스를 정말 좋아해서 자주 갔었거든요. 매장에서 먹고 갈 때면 항상 (케이크)/(케익) 조각과 함께 머그잔에 따뜻한 물을 담아줬는데, 그때 그/ 머그잔 하고 접시도 따로 구매할 수 있나요?",SOURCE_TEXT,,False,,D62_J93,normal_source_04731,unassigned
train_normal_00407,train,normal,0,D62_J93_S00009136,D62_J93_S00009136_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009136\D62_J93_S00009136_seg005.wav,audio/normal/train_normal_00407.wav,0.0,13.035,13.035,n/ 근데 어디서 그런 좋은 품질의 제품을 가져오는 것인가요? 저한테 알려주세요. 제가 유통 쪽에서 일해본 적이 있어서 딱 회사명 말씀해주시면 원재료비가 높은 것인지 알 수 있어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04749,unassigned
train_normal_00408,train,normal,0,D62_J93_S00009168,D62_J93_S00009168_seg011,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009168\D62_J93_S00009168_seg011.wav,audio/normal/train_normal_00408.wav,0.0,12.41,12.41,n/ 네 감사합니다. 지금 예약된 거죠? 그럼? n/ 가서 딸기 타르트 예약했다고 하고 기프티콘만 보여주면 되나요? n/ 감사합니다. 매장 정보 찾기가 힘들었는데 도움이 많이 됐어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04774,unassigned
train_normal_00409,train,normal,0,D62_J93_S00009206,D62_J93_S00009206_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009206\D62_J93_S00009206_seg009.wav,audio/normal/train_normal_00409.wav,0.0,12.467,12.467,n/ 네 감사합니다. 지금 예약된 거죠? 그럼. n/ 가서 딸기 타르트 예약했다고 하고 기프티콘만 보여주면 되나요? n/ 감사합니다. 매장 정보 찾기가 힘들었는데 도움이 많이 됐어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04792,unassigned
train_normal_00410,train,normal,0,D62_J93_S00009216,D62_J93_S00009216_seg007,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009216\D62_J93_S00009216_seg007.wav,audio/normal/train_normal_00410.wav,0.0,15.653,15.653,적립된 포인트를 확인할 수 있는 방법은 따로 없을까요? 아/ 네. 카카오톡을 통해서 안내받을 수 있구나. 나름 체계적이군요. 누적 포인트가 몇 점 이상이면 사용이 가능할까요? n/ 그럼 웬만한 단골이 아닌 이상 포인트 모으기가 힘들겠네요. 포인트 유효기간은 언제까지인가요?,SOURCE_TEXT,,False,,D62_J93,normal_source_04799,unassigned
train_normal_00411,train,normal,0,D62_J93_S00009235,D62_J93_S00009235_seg011,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009235\D62_J93_S00009235_seg011.wav,audio/normal/train_normal_00411.wav,0.0,12.779,12.779,네 감사합니다. 지금 예약된 거죠? 그럼? 가서 딸기 타르트 예약했다고 하고 기프티콘만 보여주면 되나요? 감사합니다. 매장 정보가 찾기가 힘들었는데 도움이 많이 됐어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04811,unassigned
train_normal_00412,train,normal,0,D62_J93_S00009245,D62_J93_S00009245_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009245\D62_J93_S00009245_seg010.wav,audio/normal/train_normal_00412.wav,0.0,11.341,11.341,n/ 네 감사합니다. 지금 예약된 거죠? 그럼? n/ 가서 딸기 타르트 예약했다고 하고 기프티콘만 보여주면 되나요? n/ 감사합니다. 매장 정보 찾기가 힘들었는데 도움이 많이 됐어요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04821,unassigned
train_normal_00413,train,normal,0,D62_J93_S00009290,D62_J93_S00009290_seg009,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009290\D62_J93_S00009290_seg009.wav,audio/normal/train_normal_00413.wav,0.0,12.097,12.097,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04856,unassigned
train_normal_00414,train,normal,0,D62_J93_S00009290,D62_J93_S00009290_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009290\D62_J93_S00009290_seg006.wav,audio/normal/train_normal_00414.wav,0.0,15.431,15.431,n/ 헐 왜 그러는 거죠? 마우저가 품질 좋다는 것은 알려졌지만 마니아층만 알잖아요. 써본 사람들이 주변 사람들에게 알려서 솔직히 퍼진 것도 있어요. 품질은 누구 못지않은 곳인데 그에 대비해 유명하지 않아서 아쉽네요.,SOURCE_TEXT,,False,,D62_J93,normal_source_04853,unassigned
train_normal_00415,train,normal,0,D62_J93_S00009321,D62_J93_S00009321_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D62_J93_S00009321\D62_J93_S00009321_seg010.wav,audio/normal/train_normal_00415.wav,0.0,15.383,15.383,n/ 진짜요? 너무 좋아요. 우리 집에서는 마포구가 그나마 가까운 것 같아요. 매장 가서 직접 사야겠네요. 언제 오픈하나요? n/ 금방 여네요. 그러면 그때 마포구 점을 들려야겠네요. 감사합니다.,SOURCE_TEXT,,False,,D62_J93,normal_source_04866,unassigned
