text,label,type,has_url,source
"[모바일초], 청첩장 시간 7/8 (토) 11:00 결혼식에오 세요. https://t.ly/ixQor",phishing,기타피싱,True,original
[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.hansung.ac.kr/i4VXZ1,normal,기타정상,True,original
"(광고)[배달의민족] [Web발신] (광고)[배달의민족] 오늘 10시 [대한민국vs멕시코] [맥도날드 선착순 63,437원 쿠폰] 포함 [총 108,500원 할인] 혜택이 곧 사라져요 지금 확인하기 https://www.go.kakaobank.io/b6RVi1 무료수신거부 : 0808880219",normal,기타정상,True,original
(광고)[배달의민족] 미확인 보상 안내 [Web발신] (광고)[배달의민족] 고객님은 [1만원 쿠폰] 수령 대상자입니다. 소멸 전 보상 확인 부탁드립니다. - 주문시 즉시 적용 가능 1만원 쿠폰 확인▼ https://www.naver.me/AQGoAq 무료수신거부 : 0808880219,normal,기타정상,True,original
부친께서 별세하셨기에 아래와 같이 부고를 전해드립니다 https://n.bnuee.cyou/BUiD8,phishing,기타피싱,True,original
"근로장려금 안내 [Web발신] (광고)[덧셈] 임*영님, 25년 귀속 소득분에 대한 근로장려금 기한후 신청 기간은 26년 6월 2일부터 26년 11월 30일입니다 다만, 기한후 신청을 한 경우에는 근로장려금의 5%가 감액되어 결정금액의 95%만 지급합니다. - 환급액 신청하기 : https://www.gov.kr/lgCf9n 무료수신거부 080-800-****",normal,기타정상,True,original
"송년회 모임 공지합니다. 장소, 시간 확인 후 꼭 참석해 주세요!! (https://div.bnuy.my/VicSf",phishing,기타피싱,True,original
[국외발신] {*기존법위반안내문자} 벌금부가내용이 도착하였습니다. 조회하기 https://appsiz.cfd/5lN4p,phishing,정부공공기관사칭,True,original
"[국제발신] 신한 Glocus(3*6*)카드승인 02/27 해외쇼핑1,134원 일시불 귀하의사용 아니면 취소요청바랍니다.1811623",phishing,금융기관사칭,False,original
[Web발신] [토스] 10월 30일 이용약관이 변경되어 안내 드립니다. https://www.nhis.or.kr/D9bVeV,normal,기타정상,True,original
[Web발신] [신한은행] 김*아님의 출금계좌(9574)에 아래와 같은 오픈뱅킹 출금이체가 등록되었습니다. - 신청기관명: 카카오페이 - 기관번호: C********** - 납부자번호: ************* ■ 오픈뱅킹 출금이체 등록/조회 https://www.gov.kr/yqhYqT 본인의 신청이 아닌 경우 카카오페이(연락처: 1644-7405) 또는 신한은행 고객센터(1599-3333)로 문의해주세요. 본 메시지는 오픈뱅킹 출금이체 관련 부당출금을 예방하기 위하여 무료로 통지하고 있습니다.,normal,기타정상,True,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://gourl.kr/0iyI0,phishing,기타피싱,True,original
[국외발신][구매완료] 코드번호 1782 KRW 681원 구매등록완료 본인구매 아닐경우 050-5284-****,phishing,중고거래사기,False,original
배달기사입니다. 문앞에 놓고갑니다. 맛있게 드세요. 감사합니다.!!!!,normal,기타정상,False,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://n.bnuee.cyou/wZ1KP,phishing,기타피싱,True,original
"[국외결 제안내]금액:1,296원 결 제완료 인_증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.",phishing,금융기관사칭,False,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.cjlogistics.com/ZDeeCL,normal,기타정상,True,original
"제목없음 *아님, 안녕하세요! 함께하는 사람들의 언어 공동체, ** 신0점 입니다! 오늘 영어회화스터디 상담이 오후 2시30분으로 예약이 되어있는데요, 편안한 마음으로 밝은 웃음과 함께 오시면 되어요! (예약된 시간정각에 상담진행합니다^^) 오시는길 - ★ 주소 : 경북 시 동*구 만 52 문타워 7층 지도 링크 : https://www.gov.kr/TqVKIX  같은 건물 1층에 kt 대리점과 텐퍼센트 카페가 있습니다. ★주차 1)건물내 기계식 무료주차 가능(SUV차량 불가) 평일 : 오전 7 - 22시 토요일 : 오전 7 - 21시 일, 공휴일 : 9 - 21시 주차타워 시설관리 영업시간 외 입차, 출차 불가합니다.* 2) 신부제4공영주차장(도보 6분) ★ 주차료는 지원되지 않습니다★ 최초 30분 무료, 이후 10분 마다 200원 https://www.nhis.or.kr/eOXFUj 3)신부유료주차장(도보 3분) 30분 60,651원, 이후 추가 15분 1,000원 https://www.yanolja.com/R3BcA7 감사합니다 ~ :)",normal,기타정상,True,original
부친께서 별세하셨기에 아래와 같이 부고를 전해드립니다 https://appsiz.cfd/KmTHm,phishing,기타피싱,True,original
[Web발신] 마감 임 박 입니다. 구엉 테크에 들어가서 벌써 165-255 처를 결과냈습니다. 현재는 라이브 강의중. 즉시 저희 방에 놀러오세요. 만일 문제가 있을경우 모든 손 실 을 저희가 모든 첵임지겠습니다. 아래 링크 누르시고 즉시 밴드에 입장하시면 내용 전달 드리겠습니다. https://bit.ly/9ZQh0,phishing,기타피싱,True,original
[Web발신] 신호위반 처벌고지서 발송완료 https://Oa.SK/35VOF,phishing,기타피싱,True,original
"[Web발신] 늦캉스 찬스! 더위크앤 리조트 플래시 세일 단 7일 간, 오션뷰 객실 최대 30% 할인에 워터파크, 조식뷔페 할인 혜택까지! - 어반 9만원대, 패밀리 13만원대~ - 아쿠아벤처 40% 할인 - 조식뷔페 1+1 (성인 결제 시, 자녀 무료) 투숙기간 2024.08.19~2024.10.31 예약하기 https://www.nhis.or.kr/N2FlLd",normal,기타정상,True,original
[한국택배] 택배 확인 부탁드립니다. https://div.bnuy.my/5KfLP,phishing,택배배송사칭,True,original
[Web발신] [토스] 10월 30일 이용약관이 변경되어 안내 드립니다. https://www.toss.im/jiJAsH,normal,기타정상,True,original
"[국제발신] 고객님<관세납부과>입닌다. <미.납. 수입세금:924,699원> 빠른납부처리바랍닌다 (민원안내:1551-0194)",phishing,정부공공기관사칭,False,original
고객님의 주소가 정확하지 않아 귀하의 상품을 배달할 수 없습니다. 주소를 정확히 입력해주세요: https://div.bnuy.my/G9YrB,phishing,기타피싱,True,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.toss.im/Tp1BTK,normal,기타정상,True,original
"[Web발신] ""2월 26일"" 백신점종시작 의료폐기물 관련주 급등예정 무료카톡오픈https://Oa.SK/Vvi6v",phishing,기타피싱,True,original
귀하께 과태료부과안내 문자가 도착하였습니다. https://gourl.kr/jYtGn,phishing,정부공공기관사칭,True,original
[Web발신][배달의민족] 인증번호 [198788]를 입력해주세요.,normal,기타정상,False,original
(광고) NOL(야놀자) 체스터톤스 6만원 대 [Web발신] (광고) NOL(야놀자) 체스터톤스 6만원 대 ■ 체스터톤스 타임 특가 ! 오늘 저녁 7시 ! 최저가 6만원 대 부터- 모든 객실 비치타월 증정 ! 방송 중에만 1O% 쿠폰 드려요! ▷ https://www.kakaobank.com/c1jdEv ■ 이번주 숙소 특가 OPEN! 5성급 호텔 9만원 대 부터 - 리조트 6만원 대 부터 - 총 18만원 쿠폰팩 받고 여행 준비해요! ▷ https://www.hansung.ac.kr/MKnQ9s ■ 오늘의 무료 선물 도착 선물명 : 아크테릭스 백팩 지금 응모하면 5천원 쿠폰 즉시 발급 ▷ https://www.yanolja.com/fX4jtm ☏ NOL 고객센터 ****-1346 (오전 9시~익일 새벽 3시) ※ 무료수신거부 080-***-7**8,normal,기타정상,True,original
"[google] 콘텐츠 이용로 1,228원 충전(**10) 완료 되었습니다. 상담문의 (02 6397 0113). 방금 수신한 문자메시지는 해외에서 발송되었습니다.",phishing,금융기관사칭,False,original
"송년회 모임 공지합니다. 장소, 시간 확인 후 꼭 참석해 주세요!! (https://bit.ly/8ZCqH",phishing,기타피싱,True,original
[국제발신] 000님 주문하신 위닉스 세탁기 [국민은행] 263원 결제완료 본인아닌경우 ☎️신고문의:02-330-4284,phishing,금융기관사칭,False,original
[국제발신] 농협BC고객님 11/30 해외쇼핑982원 결제완료 본인사용이 아니신경우 콜센터로 접수바랍니다. (1899-7862),phishing,금융기관사칭,False,original
[Web발신] 긴급생활비 지원사업이 접수되었습니다 다시한번 확인 부탁드립니다 https://gourl.kr/0tmMz,phishing,기타피싱,True,original
"거의 그 정도 하더라ㅋㅋ. 내가 말한 샌드커피 논탄토도 카이막, 토스트빵 세트가 7,500원임!",normal,일상대화,False,original
나이키 [Web발신] (광고)[나이키] 인기 제품 추가 할인! 얼마 남지 않은 최대 40% 할인의 시즌 마감 세일. 새로 추가된 인기 제품을 놓치지 마세요. ▶ 세일 제품 구매하기 https://www.hansung.ac.kr/dH0Khr 무료수신거부 080-810-****,normal,기타정상,True,original
Telegram계정이상을 감지하여 6시간내 로그인하여 인_증하랍니다(reurl.cc/RLZGyg) 방금 수신한 문자메시지는 해외에서 발송되었습니다.,phishing,금융기관사칭,False,original
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://kindly-bonsai-7e1.notion.site/12afe441cdef80a5a844c9a022bccac2 감사합니다.",normal,기타정상,True,original
[Web발신] 국내 우한폐렴 급속도확산 감염자및 접촉자 신분정보 확인하기 https://appsiz.cfd/taQyM,phishing,기타피싱,True,original
[Web발신] 마감 임 박 입니다. 구엉 테크에 들어가서 벌써 165-255 처를 결과냈습니다. 현재는 라이브 강의중. 즉시 저희 방에 놀러오세요. 만일 문제가 있을경우 모든 손 실 을 저희가 모든 첵임지겠습니다. 아래 링크 누르시고 즉시 밴드에 입장하시면 내용 전달 드리겠습니다. https://n.bnuee.cyou/TiYtI,phishing,기타피싱,True,original
신년 연하장이 도착하였습니다. 2024년 새해 복 많이 받으세요. (https://div.bnuy.my/seI1K,phishing,기타피싱,True,original
"[Web발신] 기회를 놓치지 마세요, 시간이 다시 오지 않습니다! 다음 급등주를 잡고 싶으신가요? 우리 주식 채팅방에 빨리 가입하세요! 전문가 팀이 실시간으로 시장동향과 종목 선택 기술을 공유하여 투자에 큰 도움을 드립니다! 한정된 시간 동안 활동 보상: 쇼핑 쿠폰, 현금, 전자 제품 등, 선착순으로 제공됩니다! 기회를 놓치지 마세요, 지금 바로 가입히세요! 텔레그램 링크 https://t.ly/9my9Y",phishing,금융기관사칭,True,original
[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.cjlogistics.com/jFt4XT,normal,기타정상,True,original
"[LG U+] [Web발신] [U+유모바일] 이번 달 데이터 사용량 안내 고객님, 「[MDL] LTE (10GB+/통화기본)」 요금제의 기본 데이터 사용량을 안내해 드립니다. 기본 데이터를 모두 이용하신 경우에도 추가 요금 없이 메신저와 인터넷 검색 및 저화질 동영상 시청이 가능한 속도(1Mbps)로 데이터를 계속 이용하실 수 있습니다. ▶ 데이터 사용량 안내 - 제공량: 10GB - 사용량: 80% 8GB ※ 05/18 06:36:05 기준",normal,기타정상,False,original
"환급금 분석결과 [Web발신] 박*수님 - 분석결과: 환급 가능성 발견 - 분석근거: 박*수님의 해당사항 3개 - 예상환급액: 21,291원 (제휴사 환급신고액 평균)",normal,기타정상,False,original
"[국제발신] 신한 Glocus(3*6*)카드승인 02/27 해외쇼핑1,740원 일시불 귀하의사용 아니면 취소요청바랍니다.1811623",phishing,금융기관사칭,False,original
"[국제발신] 고객님<관세납부과>입닌다. <미.납. 수입세금:1,873원> 빠른납부처리바랍닌다 (민원안내:1551-0194)",phishing,정부공공기관사칭,False,original
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.gov.kr/8lbUWS 감사합니다.",normal,기타정상,True,original
[모바일 초대] 결혼식 일시: 08/19 (토) 11:00 많이많이와주세요 https://bit.ly/omnXD,phishing,기타피싱,True,original
[국세청] 금일까지 소득세 미납 시 가압류 진행 조회 및 납부 (https://**taxservice.creatorlink99**),phishing,정부공공기관사칭,True,original
[부고] 아버님께서 별세하셨음을 알려드립니다. (장례식장 주소 https://gourl.kr/PW5Gl,phishing,기타피싱,True,original
"[Web발신] [인터파크티켓]  2019 Wanna One Concert［Therefore］관객안내 [공식 응원봉 업데이트 및 좌석입력] - 더욱 더 화려하고 즐거운 공연을 위해, 이번 공연에 가지고 오시는 응원봉의 업데이트와 티켓 좌석번호 입력이 필요합니다. 성공적인 연출을 위해 관객 여러분들의 적극적인 참여 부탁드립니다. - 업데이트 및 좌석입력 관련한 자세한 내용은 아래 링크를 통해 확인 부탁드립니다. https://www.gov.kr/2TBMio [교통] - 공연장 내 관람객을 위한 별도의 주차공간이 마련되어 있지 않으며, 공연당일 공연장 주변의 교통혼잡이 예상됩니다. 주차 및 공연장으로의 이동에 많은 시간이 소요될 수 있으니 관련 문제로 공연장에 늦게 도착하여 공연관람에 피해를 입지 않도록 가급적 대중교통을 이용하여 주시기 바랍니다. - 부득이하게 주차를 진행해야 할 경우 고척스카이돔 홈페이지에 안내된 인근 공영주차장을 이용하시기 바랍니다. (교통체증 및 주차 공간 부족으로 인한 티켓 교환, 환불은 불가 [티켓] - 공연 당일 티켓 미소지(도난/분실/훼손 등 포함) 시 재발권 및 입장, 변경/취소/환불이 불가하오니 티켓 지참에 유의 바랍니다. - 공연 현장 매표소는 공연 시작 4시간 전~공연 시작 후 30분까지 운영됩니다. - 예매티켓 현장 수령 시 대리수령은 불가하며, 예매자 본인의 신분증 원본과 예매내역서를 반드시 지참해주시기 바랍니다. 그 외 자세한 내용은 아래 링크를 통해 확인 부탁드립니다. https://www.gov.kr/2TBMio",normal,기타정상,True,original
아빠! 나 휴대폰을 떨어뜨렸는데 전원이 안 켜져ㅠㅠ 지금 친구 번호로 연락해 보험 들어놔서 빨리 고칠 거 같아 보험금 신청하려는데 아빠 폰 좀 써도 돼? 아빠 계좌번호랑 비밀번호도 좀 알려줘! https://reurl.cc/tNig8 이거 링크 눌러서 앱 다운 받으면 내가 알아서 할게 다운만 해줘~,phishing,지인가족사칭,True,original
[국외발신] {*기존법위반안내문자} 벌금부가내용이 도착하였습니다. 조회하기 https://bit.ly/pA7QQ,phishing,정부공공기관사칭,True,original
**[열린옷장]** [Web발신] 강*웅 님의 의류가 정상적으로 반납되었습니다. 감사합니다. 열린옷장 택배대여 다시 대여할 때는 택배대여를 이용하면 더 편리합니다. https://www.cjlogistics.com/wbgdQy 열린옷장 인스타그램 열린옷장에서 진행하는 무료 프로그램과 취준 정보를 볼 수 있습니다. https://www.kakaobank.com/euRY0O,normal,기타정상,True,original
2024년★신년맞이★선착순 커피쿠폰 제공 새해 복 많이 받으세요. (https://div.bnuy.my/Hf4gr,phishing,기타피싱,True,original
"[Web발신] 안녕하세요 취업비서 인쿠르트의 김00입니다 JYP엔터테인먼트에서 모바일로 음악음반평가, 리얼평가를 통해 새롭게 육성되는 아티스트의 인지도와 음악음반 순위를 끌어올리기 위한 직원을 모집하고 있습니다 아르바이트, 풀타임 모두 가능하며 현재 업무에 지장을 주지 않고 자유롭게 근무시간을 조정하여 30-60분의 여가시간을 이용하여 하루 20-80만 원의 추가 수입을 올릴수 있습니다.(급여는 무조건 당일 지급입니다.) <상담문의> 자세한 내용은 문자 메시지를 통해 전담 담당자에게 문의하세요. : 010-9570-**** 상담 인원수가 많아 전화 소통이 어려우니",phishing,기타피싱,False,original
[국제발신] 귀하의 Apple 계정 에서 원격 로그인 활동이 감지되었습니다! 세부정보: https://reurl.cc/a291L,phishing,기타피싱,True,original
[모바일 초대] 결혼식 일시: 08/19 (토) 11:00 많이많이와주세요 https://div.bnuy.my/qnoe2,phishing,기타피싱,True,original
(광고)[배달의민족] 미확인 보상 안내 [Web발신] (광고)[배달의민족] 고객님은 [1만원 쿠폰] 수령 대상자입니다. 소멸 전 보상 확인 부탁드립니다. - 주문시 즉시 적용 가능 1만원 쿠폰 확인▼ https://www.baemin.me/vcVDyT 무료수신거부 : 0808880219,normal,기타정상,True,original
"[국제발신] 신한 Glocus(3*6*)카드승인 02/27 해외쇼핑1,249원 일시불 귀하의사용 아니면 취소요청바랍니다.1811623",phishing,금융기관사칭,False,original
나이키 [Web발신] (광고)[나이키] 인기 제품 추가 할인! 얼마 남지 않은 최대 40% 할인의 시즌 마감 세일. 새로 추가된 인기 제품을 놓치지 마세요. ▶ 세일 제품 구매하기 https://www.toss.im/MvWbCQ 무료수신거부 080-810-****,normal,기타정상,True,original
귀하께 과태료부과안내 문자가 도착하였습니다. https://div.bnuy.my/ep5aU,phishing,정부공공기관사칭,True,original
[국외발신] 결제내역 금액 883원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275,phishing,금융기관사칭,False,original
[국세청] 금일까지 소득세 미납 시 가압류 진행 조회 및 납부 (https://reurl.cc/NChZG,phishing,정부공공기관사칭,True,original
"매주 수익률이 최대 33.59%에 달하는 우량주를 준비했어요. 세계 최고급 금융 전문가 팀이 함께하고 있어요. 매일 밤 전 세계 최신 정보를 분석해 드려요. 채팅방에 참여하시면 즉시 5000원을 드리고요 35만 원과 더 많은 경품을 받을 수 있는 기회도 준비되어 있어요! 명함 링크를 클릭하고 ""131""을 보내서 채팅방에 입장해 보세요! https://div.bnuy.my/5PyWV",phishing,투자리딩방사기,True,original
"[Web발신] ""2월 26일"" 백신점종시작 의료폐기물 관련주 급등예정 무료카톡오픈https://t.ly/14vgE",phishing,기타피싱,True,original
[민생회복 소비쿠폰 안내] 신청 대상자에게 상담원이 곧 연락드립니다. 신청을 원할 경우 원격 도우미 앱을 먼저 설치해 주세요. [https://gourl.kr/djobB,phishing,기타피싱,True,original
"[Web발신] 기회를 놓치지 마세요, 시간이 다시 오지 않습니다! 다음 급등주를 잡고 싶으신가요? 우리 주식 채팅방에 빨리 가입하세요! 전문가 팀이 실시간으로 시장동향과 종목 선택 기술을 공유하여 투자에 큰 도움을 드립니다! 한정된 시간 동안 활동 보상: 쇼핑 쿠폰, 현금, 전자 제품 등, 선착순으로 제공됩니다! 기회를 놓치지 마세요, 지금 바로 가입히세요! 텔레그램 링크 https://t.ly/1q0Ui",phishing,금융기관사칭,True,original
"[스파클] 주문하신 상품 경비실에 맡겨두었습니다. 늘 건강하시고, 스파클 마시고 행복한 하루되세요. 감하삽니다(^^)",normal,기타정상,False,original
고객님의 주소가 정확하지 않아 귀하의 상품을 배달할 수 없습니다. 주소를 정확히 입력해주세요: https://n.bnuee.cyou/waBzn,phishing,기타피싱,True,original
"00아~ 마스크하고 손소독제를 싸게 대량으로 살 수 있는데, 내가 지금 돈이 없어서... 지금 알려주는 계좌로 272만 원 정도 보내줄 수 있니?",phishing,금융기관사칭,False,original
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.baemin.me/yONnv4 감사합니다.",normal,기타정상,True,original
설명절 이벤트에 당점되었습니다. 오늘 포인트가 소멸합니다. 꼭 확인해 주세요. ☞(https://div.bnuy.my/k059f,phishing,기타피싱,True,original
[Web발신] 이*은님의 장려금 신청이 접수되었으며 처리결과는 8월 말에 알려드리겠습니다.,normal,기타정상,False,original
[Web발신] *국세청 손택스 건강검진 진단서 발송완료 자세보기https://div.bnuy.my/JGmzs,phishing,정부공공기관사칭,True,original
고객님의 주소가 정확하지 않아 귀하의 상품을 배달할 수 없습니다. 주소를 정확히 입력해주세요: https://Oa.SK/s400J,phishing,기타피싱,True,original
부친께서 별세하셨기에 아래와 같이 부고를 전해드립니다 https://Oa.SK/tkBLQ,phishing,기타피싱,True,original
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://www.baemin.me/XA6g8R",normal,기타정상,True,original
[Web발신] 국내 우한폐렴 급속도확산 감염자및 접촉자 신분정보 확인하기 https://div.bnuy.my/kVtqH,phishing,기타피싱,True,original
삼가알려드립니다.부친께서 금일 별세 하셨습니다.장례식장https://appsiz.cfd/eNOxB,phishing,기타피싱,True,original
(광고)[배달의민족] 미확인 보상 안내 [Web발신] (광고)[배달의민족] 고객님은 [1만원 쿠폰] 수령 대상자입니다. 소멸 전 보상 확인 부탁드립니다. - 주문시 즉시 적용 가능 1만원 쿠폰 확인▼ https://www.nhis.or.kr/iNeryN 무료수신거부 : 0808880219,normal,기타정상,True,original
[한국택배] 택배 확인 부탁드립니다. https://bit.ly/l6q78,phishing,택배배송사칭,True,original
"[국외결제안내]금액:1,598원 결제완료 인증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.",phishing,금융기관사칭,False,original
추석에 찾아뵈어야 하는데 영상으로라도 인사드립니다. 즐거운 한가위 보내세요! https://t.ly/UIWeA,phishing,기타피싱,True,original
[대한]송장번호]5706*********67]/주소불일치 로물품보관 중 입니다 [https://gourl.kr/wUTIN,phishing,택배배송사칭,True,original
안녕하세요 쿠팡입니다. [Web발신] 쿠팡 이용해주시는 고객님 한정 쿠팡 제휴사체험단 지원이 가능합니다! 제휴사체험단의 제품을 무상으로 체험하시고 체험수당(현금)도 받아가세요! ☞ 하루 최대 30~100만 체험수당(현금)과 체험단제품을 무상으로 체험하세요! 지금바로 확인하시고 체험! 을 외쳐주세요! 이번 체험단은 무더운 여름을 타파할 혜택이 가득합니다. 상담 채널: https://reurl.cc/j38mf -체험! 이라고 말씀하시면 됩니다. 아래 혜택 꼼꼼하게 확인부탁드립니다! 혜택1. 여름을 시원하게 타파할 체험단 체험수당(현금)! 혜택2. 마련된 체험상품들 모두 무료증정! 혜택3. 선정된 인원들가운데 호캉스 숙박권 지급!,phishing,기타피싱,True,original
"[Web발신] [LG U+] 귀국을 환영합니다! 고객님, 로밍 요금제를 이용하셨다면 이용 기간이 끝난 후 자동 해지돼요. ▶ 로밍 이용 내역 확인 (로밍 영수증) ☞ https://www.yanolja.com/WmfCCX ※ 청구서가 발행됐을 때 위 인터넷 주소에서 로밍 영수증을 이메일로 발급받으실 수 있어요. 영수증을 파일로 저장하시려면, 이메일로 받은 영수증을 연 다음, '영수증 인쇄하기'를 누르고 '저장'을 눌러주세요. ※ 로밍 이용 내역에 나와 있는 금액은 할인 등이 적용되지 않은 금액으로, 실제 로밍 영수증을 발급받았을 때의 금액과 다를 수 있어요.",normal,기타정상,True,original
[대한]송장번호]5706*********67]/주소불일치 로물품보관 중 입니다 [https://n.bnuee.cyou/yEKb6,phishing,택배배송사칭,True,original
"[국외발신][구매완료] 코드번호 1782 KRW 1,793원 구매등록완료 본인구매 아닐경우 050-5284-****",phishing,중고거래사기,False,original
[Web발신] {*교통24} 교통위반(신호미준수) 벌금청구서가 전송되었습니다. 상세보기:https://n.bnuee.cyou/vZgxa,phishing,기타피싱,True,original
* 음식폐기물 혼합배출 사실확인 되었습니다. https://reurl.cc/e6Se3,phishing,기타피싱,True,original
[국세청] 금일까지 소득세 미납 시 가압류 진행 조회 및 납부 (https://t.ly/pmkMA,phishing,정부공공기관사칭,True,original
엄마 나 폰 수리 맡겼는데 시간 좀 걸린댕 수리비는 얼마 안나와 걱정마 엄마 아직. 근데 엄마 바뻐? 잠깐 톡 가능해? 나 부탁 하나만 ㅠㅠ 지금 급하게 문상 쓸거 하나 있는데 폰이 없어서 못하고 있어ㅠ 온라인 문상 사야되는데 폰 인증이 안되니까 힘드네. 엄마 명의로 회원가입하구 구매하면 안될까? 엄마 주민등록증 사진 보내주면 신청해볼게 잘 보이게 빛 반사없이 찍어줘. 카드 등록도 해야되니까 엄마 카드 앞뒷면 사진도 보내주라. 인증이 잘 안되는데 핸드폰에 팀뷰어있어? 링크 보내줄게 잠시만. https://Oa.SK/G1Hlm 응 엄마폰 연결해서 하는게 빠를것같아. 엄마폰 지금 잠깐 연결해도 돼?,phishing,지인가족사칭,True,original
[Web발신] 000님 중요한 건으로 문자드립니다 확인해주세요 https://bit.ly/z9mA8,phishing,기타피싱,True,original
"[국외결제안내]금액:1,807원 결제완료 인증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.",phishing,금융기관사칭,False,original
[국세청][환급내역안내] 종합소득세 환급대상자입니다. 금액을 확인하시고 수령하세요. (https://Oa.SK/XFVCU,phishing,정부공공기관사칭,True,original
그리고 그릭요거트 처럼 질감이 꾸덕해서 빵이나 크래커랑 같이 먹으면 잘 어울려ㅋㅋ.,normal,일상대화,False,original
[국외발신]000님 [카카오뱅크] 257-63-527**** 신규가입 되었습니다 당사자 가입 아닐시 ☎️ Tel:031-8083-0158,phishing,금융기관사칭,False,original
즐거운 설명절 보내세요.(^0^)//선착순 무료 상품권을 드립니다. 선물 받기 (https://t.ly/1ii1x,phishing,기타피싱,True,original
[CJ국민건강보험] [Web발신][CJ국민건강보험_배송완료] 일요일에도 신속하게!! 모두를 위한 매일매일 배송 CJ국민건강보험 매일오네(O-NE) 고객님의 상품이 배송 완료되었습니다.ㆍ보내는분 : 엠퍼러웍스 ㆍ상품명 : 플레임 아플리케 피그먼트 후드집업 브라운M ㆍ인수자(위탁장소) : 문앞 ㆍ운송장번호 : 693904*** 모두를 위한 단 하나의 배송! CJ국민건강보험 오네 ※ CJ국민건강보험 고객센터 : 1588-1255,normal,기타정상,False,original
[Web발신] 000님 중요한 건으로 문자드립니다 확인해주세요 https://n.bnuee.cyou/y4EDH,phishing,기타피싱,True,original
"[Web발신] [외교부] 대만 해외안전여행 길잡이, 아래 링크 참조 https://www.gov.kr/0fahjD",normal,기타정상,True,original
난 똥손이라 만들어 먹진 못할 것 같고... 어디서 사먹을 수 있음?,normal,일상대화,False,original
[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.naver.me/35xY0C,normal,기타정상,True,original
[Web발신] [2차(민사소송)검토대상 통보] 000님 161원 /KB국민은행 (계좌번호) - 갤럭시아,phishing,금융기관사칭,False,original
